season,away_team_api_id,home_team_api_id,H_overall_rating,A_overall_rating,H_potential,A_potential,H_buildUpPlaySpeedClass,H_buildUpPlayDribblingClass,H_buildUpPlayPassingClass,H_buildUpPlayPositioningClass,H_chanceCreationPassingClass,H_chanceCreationCrossingClass,H_chanceCreationShootingClass,H_chanceCreationPositioningClass,H_defencePressureClass,H_defenceAggressionClass,H_defenceTeamWidthClass,A_buildUpPlaySpeedClass,A_buildUpPlayDribblingClass,A_buildUpPlayPassingClass,A_buildUpPlayPositioningClass,A_chanceCreationPassingClass,A_chanceCreationCrossingClass,A_chanceCreationShootingClass,A_chanceCreationPositioningClass,A_defencePressureClass,A_defenceAggressionClass,A_defenceTeamWidthClass,result
2013/2014,10003,8659,800,815,848,859,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,10261,10252,792,845,856,915,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2013/2014,8455,8668,832,908,883,937,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8659,9879,823,814,869,851,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,1
2013/2014,8344,8667,790,763,839,834,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2013/2014,9826,10260,885,746,926,797,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,8456,10194,820,869,857,932,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2013/2014,9825,8472,800,855,866,919,2,1,2,2,2,1,3,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2013/2014,9850,8586,849,804,922,862,2,1,2,2,2,2,3,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2013/2014,8654,8466,813,791,878,828,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,1,2,1,3,2,1
2013/2014,8650,10003,815,842,863,904,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,9879,8455,884,804,931,867,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,8650,858,822,903,883,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,8667,10261,850,824.5299233,914,830,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10252,9850,806,782,865,854,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8472,8659,804,805,855,868,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,3,2,2,3,2,2
2013/2014,8668,8654,788,840,831,886,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2013/2014,10194,9825,851,812,914,869,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2013/2014,8586,8344,789,846,842,915,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2013/2014,10003,9826,774,814,805,858,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,10260,8456,893,890,938,931,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,8456,10252,792,877,856,927,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,8344,9879,830,788,872,840,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2013/2014,8654,8667,784,793,827,832,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2013/2014,8659,10260,869,816,915,859,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,3
2013/2014,9826,8466,811,764,871,802,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,9825,10003,803,857,857,922,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2013/2014,8455,8586,851,906,920,934,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,9850,10194,821,793,862,860,3,1,3,2,2,2,2,2,1,3,2,3,1,3,2,2,3,2,2,2,3,2,3
2013/2014,8650,8472,815,869,860,905,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10261,8668,835,844,893,914,2,1,2,2,2,2,1,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,10261,8344,787,851,840,904,2,1,3,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2013/2014,10194,9879,822,816,861,869,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2013/2014,10252,8667,793,791,824,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,9826,8650,852,763,908,801,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,8668,8456,896,831,932,887,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
2013/2014,10260,8472,802,827,855,908,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2013/2014,8455,9850,806,900,862,928,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10003,8466,812,810,859,857,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,8654,8586,851,797,915,829,2,1,2,2,2,2,3,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,3
2013/2014,9825,8659,792,860,841,921,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,3,2,1
2013/2014,9850,9825,879,800,921,860,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2013/2014,8344,8455,881,784,924,831,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8667,8668,835,824.5299233,893,827,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,10260,842,815,911,873,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2013/2014,8650,10261,842,865,908,905,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8659,10194,825,777,869,827,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,1,1,2,1
2013/2014,8472,10003,812,802,860,853,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2013/2014,8456,8654,788,892,828,946,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,8586,10252,790,839,849,911,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2013/2014,9879,9826,763,853,804,872,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8668,10252,780,849,851,889,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2013/2014,9825,9826,760,878,797,922,2,1,2,2,3,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,3,2,3
2013/2014,8659,8650,857,822,901,857,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2013/2014,10194,10260,875,812,926,865,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2013/2014,8344,9850,806,792,864,842,3,1,3,2,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2013/2014,9879,8466,801,840,880,872,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8456,8455,885,885,928,934,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,10261,8472,813,828,852,890,2,1,2,2,2,1,3,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8667,8586,849,775,916,805,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,10003,823,790,861,822,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,1,2,1,3,2,1
2013/2014,8650,9825,878,849,916,896,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10260,9879,831,824,867,907,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2013/2014,8472,8667,780,807,821,854,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2013/2014,9850,8456,885,794,925,849,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2013/2014,8455,10261,835,912,895,938,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,10194,822,810,861,885,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2013/2014,9826,8659,804,751,848,797,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,10252,8654,792,775,830,847,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,10003,8344,790,817,836,855,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,8586,8668,845,849,889,911,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,1
2013/2014,8344,10252,784,795,853,835,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8659,8455,879,818,928,851,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,1
2013/2014,8668,9826,765,857,799,883,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,3,2,1
2013/2014,9879,8650,861,809,911,857,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,9850,802,785,862,819,3,1,3,2,2,3,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2013/2014,8667,8466,801,783,880,817,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,9825,10260,885,879,930,924,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2013/2014,8456,8472,805,891,854,916,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,10194,10003,798,812,845,865,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,2,2,2,1,3,2,1
2013/2014,10261,8586,842,841,910,909,2,1,2,2,2,2,3,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2013/2014,8466,9825,880,802,926,871,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,8650,8668,837,845,895,908,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,10003,9879,824,808,863,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,9826,8667,790,762,831,802,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,3
2013/2014,9850,10261,838,781,893,863,2,1,3,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2013/2014,8472,10194,821,812,860,855,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,1,3,2,2,3,2,2
2013/2014,8455,8654,785,896,824,919,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10260,8344,788,833,834,914,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2013/2014,8586,8456,882,868,920,924,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,2
2013/2014,10252,8659,808,775,845,854,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8472,10252,792,813,854,859,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,1
2013/2014,9825,8344,785,884,839,933,2,1,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2013/2014,10194,8668,828,801,880,867,2,1,2,2,2,2,1,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2013/2014,8659,10261,837,805,892,849,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2013/2014,9826,9850,798,763,866,799,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,9879,8654,793,820,820,858,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,8455,884,810,928,885,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,8650,8667,787,857,829,906,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10003,8456,887,804,913,849,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,10260,8586,823.5613065,871,874.9220714,924,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2013/2014,8654,9826,766,793,799,832,2,1,2,2,3,2,2,2,2,1,2,3,1,3,2,2,3,1,2,1,3,2,2
2013/2014,8667,9825,861,824.5299233,906,833,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,9850,8650,840,793,911,858,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
2013/2014,8668,10260,866,835,917,880,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2013/2014,10252,8466,788,784,876,847,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8344,10194,822,777,869,841,3,1,3,2,2,2,2,2,1,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2013/2014,8455,8472,806,903,853,933,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10261,10003,803,829,861,878,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8456,8659,786,893,826,912,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,8586,9879,809,858,850,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2013/2014,8344,9826,766,779,799,845,2,1,2,2,3,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8654,8650,838,799,909,818,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2013/2014,10261,10260,847,840,913,906,2,1,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2013/2014,8456,8466,770,895,864,916,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2013/2014,8455,10194,813,900,863,934,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8586,8472,804,824.5299233,855,874.6768998,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2013/2014,9850,8659,810,792,851,861,2,1,2,2,2,2,2,2,1,1,2,3,1,3,2,2,3,2,2,2,3,2,3
2013/2014,8668,9825,868,835,919,880,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,3,2,1
2013/2014,10252,9879,815,771,845,855,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8667,10003,800,824.5299233,853,835,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8659,8344,788,809,839,851,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
2013/2014,9826,8455,883,769,927,807,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,9879,8668,823,839,881,846,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10194,8667,788,808,833,878,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,1
2013/2014,9825,8456,894,872,925,929,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
2013/2014,8466,10261,830,764,888,852,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2013/2014,8472,8654,790,806,832,851,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,1,3,2,2,3,2,1
2013/2014,10260,10252,783,816,849,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2013/2014,10003,9850,802,813,862,869,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2013/2014,8650,8586,823.5613065,836,874.9220714,909,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10261,9826,771,838,804,896,2,1,2,2,3,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,3,2,3
2013/2014,8456,9879,818,891,840,930,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,8344,8650,836,786,908,839,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8654,10260,837,781,906,836,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
2013/2014,10252,10194,819,770,865,855,3,1,3,2,2,2,2,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,9850,8472,800,797,852,872,2,1,2,2,2,1,3,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
2013/2014,8667,8659,809,824.5299233,853,835,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,8586,8466,778,846,839,909,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
2013/2014,8668,10003,799,835,850,880,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
2013/2014,8455,9825,875,893,914,923,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,9826,10252,790,763,857,815,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,3
2013/2014,8466,8344,779,768,832,847,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
2013/2014,10003,8455,891,811,934,840,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,8472,8668,831,799,880,862,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,3
2013/2014,10260,8667,788,860,833,910,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2013/2014,8650,8456,898,844,932,911,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10194,10261,842,820,902,856,2,1,3,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2013/2014,9879,9850,802,813,867,864,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8659,8586,823.5613065,800,874.9220714,835,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,1
2013/2014,9825,8654,794,884,826,928,3,1,3,2,2,3,1,2,1,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2013/2014,10003,10252,780,810,849,852,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,1
2013/2014,8472,8344,776,810,851,867,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,1
2013/2014,9879,8667,791,778,831,845,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,9826,8456,875,762,926,814,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
2013/2014,10260,9850,799,875,869,920,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
2013/2014,8659,8654,793,774,819,821,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,1,1,2,1
2013/2014,8650,8455,877,851,928,916,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,8668,804,824.5299233,873,859,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
2013/2014,9825,10261,840,875,901,923,2,1,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
2013/2014,10194,8586,837,820,901,850,2,1,2,2,2,2,3,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
2013/2014,8344,9825,874,788,905,842,2,2,1,2,1,2,2,1,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,9850,9826,780,805,807,848,2,2,3,2,3,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,1
2013/2014,8654,9879,823.5613065,776,874.9220714,790,2,2,2,2,2,2,2,2,1,1,2,3,2,3,2,3,3,1,2,1,3,2,2
2013/2014,8667,8650,853,824.5299233,903,814,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8586,10260,867,855,923,904,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8455,8466,813,907,870,930,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2013/2014,8668,10194,800,852,822,888,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2013/2014,10252,8472,798,802,842,872,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
2013/2014,8456,10003,822,885,854,927,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2013/2014,10261,8659,812,842,837,884,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,8344,789,777,835,806,2,1,2,2,2,2,2,2,1,3,2,3,2,3,2,3,3,1,2,1,3,2,3
2013/2014,9850,8668,845,799,887,843,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,8472,9879,823.5613065,800,874.9220714,846,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,8455,8667,785,906,814,932,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
2013/2014,10003,10260,853,816,908,844,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,2
2013/2014,8659,8466,824,805,869,833,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,9826,8586,838,775,904,812,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2
2013/2014,8456,10261,830,892,876,924,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2013/2014,8650,10194,802,869,841,904,2,1,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
2013/2014,9825,10252,812,871,859,916,2,1,3,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
2013/2014,9879,9825,867,819,914,850,2,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2
2013/2014,10194,9826,778,800,806,836,2,2,3,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,10252,8650,860,807,906,873,3,2,1,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,1
2013/2014,8344,8456,894,799,921,838,2,2,1,2,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,8667,9850,809,824.5299233,848,813,2,1,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8466,8472,797,821,840,872,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,1
2013/2014,10261,8654,796,826,814,871,3,2,3,2,3,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
2013/2014,10260,8455,884,849,922,907,3,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2
2013/2014,8586,10003,808,824.5299233,853,874.6768998,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
2013/2014,8668,8659,807,843,836,868,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
2013/2014,8667,9826,783,824.5299233,810,804,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8668,8650,847,855,905,887,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,8344,10260,858,788,907,830,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,3,2,2
2013/2014,10261,9850,807,824,849,869,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
2013/2014,9825,8466,806,871,861,910,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,1,2,3,2,1
2013/2014,9879,10003,815,819,851,850,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2
2013/2014,8659,10252,802,814,863,836,2,1,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
2013/2014,10194,8472,795,795,842,836,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
2013/2014,8654,8455,881,781,920,818,3,2,2,2,2,2,3,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,1
2013/2014,8456,8586,835,902,901,934,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
2013/2014,9850,8344,791,799,849,833,2,1,2,2,2,2,2,2,1,3,2,2,1,2,2,2,3,2,2,2,3,2,2
2013/2014,10252,8668,842,786,889,845,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
2013/2014,8466,9879,818,814,843,865,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,3
2013/2014,8586,8667,781,845,810,902,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1
