"","id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"2391",23774,"2013-09-27","2013/2014",9864,10281,2,2,772,814,799,848,55,"Balanced","Little",54,"Mixed","Organised",58,"Normal",73,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal",45,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal","draw"
"2393",3971,"2013-09-28","2013/2014",8344,9879,2,1,830,788,872,840,52,"Balanced","Little",49,"Mixed","Organised",49,"Normal",56,"Normal",59,"Normal","Organised",39,"Medium",39,"Press",57,"Normal",60,"Balanced","Little",69,"Long","Organised",54,"Normal",59,"Normal",62,"Normal","Organised",47,"Medium",43,"Press",56,"Normal","lose"
"2395",3973,"2013-09-28","2013/2014",8659,10260,2,1,869,816,915,859,46,"Balanced","Little",38,"Mixed","Organised",46,"Normal",68,"Lots",37,"Normal","Organised",49,"Medium",49,"Press",56,"Normal",55,"Balanced","Little",54,"Mixed","Organised",57,"Normal",53,"Normal",57,"Normal","Organised",33,"Deep",31,"Contain",49,"Normal","lose"
"2397",3977,"2013-09-28","2013/2014",9825,10003,2,1,803,857,857,922,41,"Balanced","Little",39,"Mixed","Organised",36,"Normal",42,"Normal",44,"Normal","Free Form",52,"Medium",58,"Press",57,"Normal",30,"Slow","Little",29,"Short","Organised",41,"Normal",55,"Normal",39,"Normal","Free Form",64,"Medium",54,"Press",52,"Normal","lose"
"2398",3978,"2013-09-28","2013/2014",8455,8586,1,1,851,906,920,934,42,"Balanced","Little",46,"Mixed","Organised",45,"Normal",58,"Normal",68,"Lots","Organised",63,"Medium",61,"Press",57,"Normal",46,"Balanced","Little",41,"Mixed","Organised",46,"Normal",61,"Normal",63,"Normal","Organised",42,"Medium",43,"Press",46,"Normal","draw"
"2399",23772,"2013-09-28","2013/2014",9906,8633,1,0,891,858,942,910,50,"Balanced","Little",41,"Mixed","Organised",68,"Risky",54,"Normal",72,"Lots","Free Form",39,"Medium",49,"Press",65,"Normal",47,"Balanced","Little",51,"Mixed","Organised",70,"Risky",65,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","lose"
"2400",23775,"2013-09-28","2013/2014",8634,9865,2,0,759,933,790,972,46,"Balanced","Little",65,"Mixed","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal",35,"Balanced","Little",32,"Short","Free Form",37,"Normal",31,"Little",35,"Normal","Free Form",61,"Medium",63,"Press",65,"Normal","lose"
"2401",23776,"2013-09-28","2013/2014",8302,8560,1,1,810,780,860,859,28,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide",65,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal","draw"
"2403",3975,"2013-09-29","2013/2014",9850,10194,1,0,821,793,862,860,75,"Fast","Little",73,"Long","Organised",59,"Normal",61,"Normal",38,"Normal","Organised",32,"Deep",37,"Press",41,"Normal",70,"Fast","Little",70,"Long","Organised",56,"Normal",67,"Lots",48,"Normal","Organised",40,"Medium",43,"Press",53,"Normal","lose"
"2404",3976,"2013-09-29","2013/2014",8650,8472,3,1,815,869,860,905,57,"Balanced","Little",66,"Mixed","Organised",56,"Normal",31,"Little",72,"Lots","Organised",47,"Medium",52,"Press",49,"Normal",39,"Balanced","Little",44,"Mixed","Organised",42,"Normal",34,"Normal",54,"Normal","Organised",59,"Medium",52,"Press",61,"Normal","lose"
"2406",23770,"2013-09-29","2013/2014",8305,8558,2,0,785,795,829,834,50,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Free Form",37,"Medium",40,"Press",45,"Normal",29,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal","lose"
"2407",23771,"2013-09-29","2013/2014",10268,9910,1,0,767,785,836,827,53,"Balanced","Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Free Form",42,"Medium",52,"Press",68,"Wide",55,"Balanced","Little",73,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","lose"
"2408",23773,"2013-09-29","2013/2014",8581,8371,1,0,792,796,819,830,38,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide",57,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","lose"
"2412",23784,"2013-10-04","2013/2014",8371,9864,1,0,797,783,833,825,45,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal",38,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","lose"
"2413",3979,"2013-10-05","2013/2014",10261,8344,2,1,787,851,840,904,60,"Balanced","Little",69,"Long","Organised",54,"Normal",59,"Normal",62,"Normal","Organised",47,"Medium",43,"Press",56,"Normal",58,"Balanced","Little",72,"Long","Organised",48,"Normal",51,"Normal",46,"Normal","Organised",41,"Medium",39,"Press",51,"Normal","lose"
"2415",3981,"2013-10-05","2013/2014",10252,8667,0,0,793,791,824,855,63,"Balanced","Little",48,"Mixed","Organised",38,"Normal",60,"Normal",54,"Normal","Organised",34,"Medium",37,"Press",46,"Normal",63,"Balanced","Little",59,"Mixed","Organised",52,"Normal",55,"Normal",34,"Normal","Organised",39,"Medium",41,"Press",54,"Normal","draw"
"2418",3986,"2013-10-05","2013/2014",10260,8472,2,1,802,827,855,908,57,"Balanced","Little",66,"Mixed","Organised",56,"Normal",31,"Little",72,"Lots","Organised",47,"Medium",52,"Press",49,"Normal",46,"Balanced","Little",38,"Mixed","Organised",46,"Normal",68,"Lots",37,"Normal","Organised",49,"Medium",49,"Press",56,"Normal","lose"
"2420",23783,"2013-10-05","2013/2014",8633,8581,3,2,792,919,834,959,57,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal",50,"Balanced","Little",41,"Mixed","Organised",68,"Risky",54,"Normal",72,"Lots","Free Form",39,"Medium",49,"Press",65,"Normal","lose"
"2423",3984,"2013-10-06","2013/2014",8455,9850,3,1,806,900,862,928,70,"Fast","Little",70,"Long","Organised",56,"Normal",67,"Lots",48,"Normal","Organised",40,"Medium",43,"Press",53,"Normal",46,"Balanced","Little",41,"Mixed","Organised",46,"Normal",61,"Normal",63,"Normal","Organised",42,"Medium",43,"Press",46,"Normal","lose"
"2425",3987,"2013-10-06","2013/2014",8654,8586,3,0,851,797,915,829,42,"Balanced","Little",46,"Mixed","Organised",45,"Normal",58,"Normal",68,"Lots","Organised",63,"Medium",61,"Press",57,"Normal",72,"Fast","Little",73,"Long","Organised",61,"Normal",74,"Lots",32,"Little","Organised",30,"Deep",37,"Press",41,"Normal","lose"
"2426",3988,"2013-10-06","2013/2014",9825,8659,1,1,792,860,841,921,55,"Balanced","Little",54,"Mixed","Organised",57,"Normal",53,"Normal",57,"Normal","Organised",33,"Deep",31,"Contain",49,"Normal",30,"Slow","Little",29,"Short","Organised",41,"Normal",55,"Normal",39,"Normal","Free Form",64,"Medium",54,"Press",52,"Normal","draw"
"2427",23778,"2013-10-06","2013/2014",10267,8315,1,1,820,832,875,879,46,"Balanced","Little",38,"Mixed","Organised",52,"Normal",73,"Lots",37,"Normal","Free Form",37,"Medium",60,"Press",68,"Wide",20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal","draw"
"2434",3994,"2013-10-19","2013/2014",8466,10260,1,1,842,815,911,873,46,"Balanced","Little",38,"Mixed","Organised",46,"Normal",68,"Lots",37,"Normal","Organised",49,"Medium",49,"Press",56,"Normal",47,"Balanced","Little",38,"Mixed","Organised",52,"Normal",56,"Normal",58,"Normal","Free Form",57,"Medium",63,"Press",44,"Normal","draw"
"2435",3995,"2013-10-19","2013/2014",8650,10261,2,2,842,865,908,905,58,"Balanced","Little",72,"Long","Organised",48,"Normal",51,"Normal",46,"Normal","Organised",41,"Medium",39,"Press",51,"Normal",39,"Balanced","Little",44,"Mixed","Organised",42,"Normal",34,"Normal",54,"Normal","Organised",59,"Medium",52,"Press",61,"Normal","draw"
"2436",3996,"2013-10-19","2013/2014",8659,10194,0,0,825,777,869,827,75,"Fast","Little",73,"Long","Organised",59,"Normal",61,"Normal",38,"Normal","Organised",32,"Deep",37,"Press",41,"Normal",55,"Balanced","Little",54,"Mixed","Organised",57,"Normal",53,"Normal",57,"Normal","Organised",33,"Deep",31,"Contain",49,"Normal","draw"
"2438",3998,"2013-10-19","2013/2014",8456,8654,3,1,788,892,828,946,72,"Fast","Little",73,"Long","Organised",61,"Normal",74,"Lots",32,"Little","Organised",30,"Deep",37,"Press",41,"Normal",36,"Balanced","Little",34,"Mixed","Organised",39,"Normal",44,"Normal",38,"Normal","Free Form",42,"Medium",44,"Press",54,"Normal","lose"
"2441",23794,"2013-10-19","2013/2014",8634,8371,0,0,784,912,818,954,38,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide",35,"Balanced","Little",32,"Short","Free Form",37,"Normal",31,"Little",35,"Normal","Free Form",61,"Medium",63,"Press",65,"Normal","draw"
"2442",23797,"2013-10-19","2013/2014",8560,10267,2,1,849,810,890,864,20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal",28,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide","lose"
"2443",3990,"2013-10-20","2013/2014",8586,10252,2,0,790,839,849,911,63,"Balanced","Little",59,"Mixed","Organised",52,"Normal",55,"Normal",34,"Normal","Organised",39,"Medium",41,"Press",54,"Normal",42,"Balanced","Little",46,"Mixed","Organised",45,"Normal",58,"Normal",68,"Lots","Organised",63,"Medium",61,"Press",57,"Normal","lose"
"2444",23789,"2013-10-20","2013/2014",8305,7878,2,0,777,785,838,835,52,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide",29,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal","lose"
"2445",23790,"2013-10-20","2013/2014",10268,8603,2,1,789,782,829,829,59,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal",55,"Balanced","Little",73,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","lose"
"2446",23795,"2013-10-20","2013/2014",8302,10281,2,2,776,780,821,843,55,"Balanced","Little",54,"Mixed","Organised",58,"Normal",73,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal",65,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal","draw"
"2447",23796,"2013-10-20","2013/2014",8370,9865,1,0,NA,780,NA,836,46,"Balanced","Little",65,"Mixed","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal",45,"Balanced","Little",44,"Mixed","Free Form",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","lose"
"2448",3992,"2013-10-21","2013/2014",9879,9826,4,1,763,853,804,872,52,"Balanced","Little",47,"Mixed","Organised",69,"Risky",66,"Normal",47,"Normal","Organised",36,"Medium",33,"Contain",53,"Normal",52,"Balanced","Little",49,"Mixed","Organised",49,"Normal",56,"Normal",59,"Normal","Organised",39,"Medium",39,"Press",57,"Normal","lose"
"2450",23792,"2013-10-21","2013/2014",8581,9910,1,0,761,797,838,833,53,"Balanced","Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Free Form",42,"Medium",52,"Press",68,"Wide",57,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","lose"
"2451",23436,"2013-10-25","2013/2014",10281,8370,3,0,775,771,818,809,45,"Balanced","Little",44,"Mixed","Free Form",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal",55,"Balanced","Little",54,"Mixed","Organised",58,"Normal",73,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal","lose"
"2452",3999,"2013-10-26","2013/2014",8668,10252,2,0,780,849,851,889,63,"Balanced","Little",59,"Mixed","Organised",52,"Normal",55,"Normal",34,"Normal","Organised",39,"Medium",41,"Press",54,"Normal",58,"Balanced","Little",62,"Mixed","Organised",48,"Normal",59,"Normal",32,"Little","Organised",41,"Medium",44,"Press",59,"Normal","lose"
"2453",4001,"2013-10-26","2013/2014",9825,9826,2,0,760,878,797,922,52,"Balanced","Little",47,"Mixed","Organised",69,"Risky",66,"Normal",47,"Normal","Organised",36,"Medium",33,"Contain",53,"Normal",30,"Slow","Little",29,"Short","Organised",41,"Normal",55,"Normal",39,"Normal","Free Form",64,"Medium",54,"Press",52,"Normal","lose"
"2456",4004,"2013-10-26","2013/2014",8344,9850,0,0,806,792,864,842,70,"Fast","Little",70,"Long","Organised",56,"Normal",67,"Lots",48,"Normal","Organised",40,"Medium",43,"Press",53,"Normal",60,"Balanced","Little",69,"Long","Organised",54,"Normal",59,"Normal",62,"Normal","Organised",47,"Medium",43,"Press",56,"Normal","draw"
"2458",23430,"2013-10-26","2013/2014",7878,10268,1,0,787,NA,824,817,55,"Balanced","Little",73,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal",52,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide","lose"
"2460",23433,"2013-10-26","2013/2014",9910,9864,5,0,810,759,842,834,45,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal",53,"Balanced","Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Free Form",42,"Medium",52,"Press",68,"Wide","lose"
"2465",4008,"2013-10-27","2013/2014",8654,10003,0,0,823,790,861,822,41,"Balanced","Little",39,"Mixed","Organised",36,"Normal",42,"Normal",44,"Normal","Free Form",52,"Medium",58,"Press",57,"Normal",72,"Fast","Little",73,"Long","Organised",61,"Normal",74,"Lots",32,"Little","Organised",30,"Deep",37,"Press",41,"Normal","draw"
"2470",23429,"2013-10-28","2013/2014",8315,8305,1,0,796,828,838,867,29,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal",46,"Balanced","Little",38,"Mixed","Organised",52,"Normal",73,"Lots",37,"Normal","Free Form",37,"Medium",60,"Press",68,"Wide","lose"
"2471",23442,"2013-10-29","2013/2014",9864,8558,0,0,773,806,831,840,50,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Free Form",37,"Medium",40,"Press",45,"Normal",45,"Balanced","Little",36,"Mixed","Organised",72,"Risky",69,"Lots",50,"Normal","Organised",64,"Medium",58,"Press",42,"Normal","draw"
"2472",23443,"2013-10-29","2013/2014",8634,9910,3,0,782,926,839,960,53,"Balanced","Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Free Form",42,"Medium",52,"Press",68,"Wide",35,"Balanced","Little",32,"Short","Free Form",37,"Normal",31,"Little",35,"Normal","Free Form",61,"Medium",63,"Press",65,"Normal","lose"
"2475",23446,"2013-10-30","2013/2014",8560,10281,2,2,764,816,806,857,55,"Balanced","Little",54,"Mixed","Organised",58,"Normal",73,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal",28,"Slow","Little",36,"Mixed","Organised",60,"Normal",52,"Normal",59,"Normal","Organised",48,"Medium",53,"Press",70,"Wide","draw"
"2476",23447,"2013-10-30","2013/2014",9865,10267,2,1,845,770,890,816,20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal",46,"Balanced","Little",65,"Mixed","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal","lose"
"2477",23438,"2013-10-31","2013/2014",8305,10205,2,0,784,807,847,842,24,"Slow","Little",26,"Short","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal",29,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal","lose"
"2478",23439,"2013-10-31","2013/2014",10268,8315,2,2,813,773,857,818,46,"Balanced","Little",38,"Mixed","Organised",52,"Normal",73,"Lots",37,"Normal","Free Form",37,"Medium",60,"Press",68,"Wide",55,"Balanced","Little",73,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","draw"
"2479",23440,"2013-10-31","2013/2014",9906,7878,2,1,764,854,820,905,52,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide",47,"Balanced","Little",51,"Mixed","Organised",70,"Risky",65,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","lose"
"2480",23441,"2013-10-31","2013/2014",8581,8603,0,0,802,801,832,827,59,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal",57,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal","draw"
"2483",3642,"2013-11-02","2013/2014",10260,9879,3,1,831,824,867,907,52,"Balanced","Little",49,"Mixed","Organised",49,"Normal",56,"Normal",59,"Normal","Organised",39,"Medium",39,"Press",57,"Normal",46,"Balanced","Little",38,"Mixed","Organised",46,"Normal",68,"Lots",37,"Normal","Organised",49,"Medium",49,"Press",56,"Normal","lose"
"2487",3646,"2013-11-02","2013/2014",8466,10194,1,1,822,810,861,885,75,"Fast","Little",73,"Long","Organised",59,"Normal",61,"Normal",38,"Normal","Organised",32,"Deep",37,"Press",41,"Normal",47,"Balanced","Little",38,"Mixed","Organised",52,"Normal",56,"Normal",58,"Normal","Free Form",57,"Medium",63,"Press",44,"Normal","draw"
"2489",3648,"2013-11-02","2013/2014",10252,8654,0,0,792,775,830,847,72,"Fast","Little",73,"Long","Organised",61,"Normal",74,"Lots",32,"Little","Organised",30,"Deep",37,"Press",41,"Normal",63,"Balanced","Little",59,"Mixed","Organised",52,"Normal",55,"Normal",34,"Normal","Organised",39,"Medium",41,"Press",54,"Normal","draw"
"2490",23454,"2013-11-02","2013/2014",9910,8302,1,0,786,751,856,827,65,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal",53,"Balanced","Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Free Form",42,"Medium",52,"Press",68,"Wide","lose"
"2491",23455,"2013-11-02","2013/2014",8633,8370,3,2,773,912,831,954,45,"Balanced","Little",44,"Mixed","Free Form",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal",50,"Balanced","Little",41,"Mixed","Organised",68,"Risky",54,"Normal",72,"Lots","Free Form",39,"Medium",49,"Press",65,"Normal","lose"
"2495",3641,"2013-11-03","2013/2014",8586,8668,0,0,845,849,889,911,58,"Balanced","Little",62,"Mixed","Organised",48,"Normal",59,"Normal",32,"Little","Organised",41,"Medium",44,"Press",59,"Normal",42,"Balanced","Little",46,"Mixed","Organised",45,"Normal",58,"Normal",68,"Lots","Organised",63,"Medium",61,"Press",57,"Normal","draw"
"2496",23448,"2013-11-03","2013/2014",10267,8305,1,0,785,790,838,877,29,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal",20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal","lose"
"2498",23451,"2013-11-03","2013/2014",7878,8581,1,0,792,NA,830,829,57,"Balanced","Little",63,"Mixed","Organised",55,"Normal",61,"Normal",52,"Normal","Organised",47,"Medium",52,"Press",56,"Normal",52,"Balanced","Little",37,"Mixed","Organised",72,"Risky",76,"Lots",52,"Normal","Organised",49,"Medium",45,"Press",68,"Wide","lose"
"2500",23449,"2013-11-04","2013/2014",10205,10268,1,0,777,783,820,846,55,"Balanced","Little",73,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal",24,"Slow","Little",26,"Short","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal","lose"
"2502",23466,"2013-11-08","2013/2014",9865,8371,1,0,789,758,820,797,38,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide",46,"Balanced","Little",65,"Mixed","Organised",57,"Normal",54,"Normal",40,"Normal","Organised",37,"Medium",53,"Press",45,"Normal","lose"
"2504",3650,"2013-11-09","2013/2014",8659,8455,2,2,879,818,928,851,46,"Balanced","Little",41,"Mixed","Organised",46,"Normal",61,"Normal",63,"Normal","Organised",42,"Medium",43,"Press",46,"Normal",55,"Balanced","Little",54,"Mixed","Organised",57,"Normal",53,"Normal",57,"Normal","Organised",33,"Deep",31,"Contain",49,"Normal","draw"
"2505",3651,"2013-11-09","2013/2014",8668,9826,0,0,765,857,799,883,52,"Balanced","Little",47,"Mixed","Organised",69,"Risky",66,"Normal",47,"Normal","Organised",36,"Medium",33,"Contain",53,"Normal",58,"Balanced","Little",62,"Mixed","Organised",48,"Normal",59,"Normal",32,"Little","Organised",41,"Medium",44,"Press",59,"Normal","draw"
"2509",23458,"2013-11-09","2013/2014",10268,8305,1,1,796,777,842,829,29,"Slow","Little",40,"Mixed","Organised",58,"Normal",42,"Normal",52,"Normal","Organised",49,"Medium",45,"Press",47,"Normal",55,"Balanced","Little",73,"Long","Organised",53,"Normal",54,"Normal",57,"Normal","Organised",49,"Medium",51,"Press",58,"Normal","draw"
"2511",23464,"2013-11-09","2013/2014",8370,9910,2,0,767,776,839,838,53,"Balanced","Little",62,"Mixed","Organised",59,"Normal",68,"Lots",52,"Normal","Free Form",42,"Medium",52,"Press",68,"Wide",45,"Balanced","Little",44,"Mixed","Free Form",44,"Normal",44,"Normal",47,"Normal","Organised",63,"Medium",51,"Press",59,"Normal","lose"
"2515",3657,"2013-11-10","2013/2014",10194,10003,3,3,798,812,845,865,41,"Balanced","Little",39,"Mixed","Organised",36,"Normal",42,"Normal",44,"Normal","Free Form",52,"Medium",58,"Press",57,"Normal",75,"Fast","Little",73,"Long","Organised",59,"Normal",61,"Normal",38,"Normal","Organised",32,"Deep",37,"Press",41,"Normal","draw"
"2516",3658,"2013-11-10","2013/2014",10261,8586,1,0,842,841,910,909,42,"Balanced","Little",46,"Mixed","Organised",45,"Normal",58,"Normal",68,"Lots","Organised",63,"Medium",61,"Press",57,"Normal",58,"Balanced","Little",72,"Long","Organised",48,"Normal",51,"Normal",46,"Normal","Organised",41,"Medium",39,"Press",51,"Normal","lose"
"2517",23459,"2013-11-10","2013/2014",9906,10205,1,1,789,843,849,901,24,"Slow","Little",26,"Short","Organised",43,"Normal",57,"Normal",58,"Normal","Organised",51,"Medium",51,"Press",56,"Normal",47,"Balanced","Little",51,"Mixed","Organised",70,"Risky",65,"Normal",54,"Normal","Organised",52,"Medium",37,"Press",55,"Normal","draw"
"2518",23462,"2013-11-10","2013/2014",8634,8603,4,1,774,930,819,967,59,"Balanced","Little",37,"Mixed","Organised",59,"Normal",43,"Normal",53,"Normal","Organised",58,"Medium",49,"Press",58,"Normal",35,"Balanced","Little",32,"Short","Free Form",37,"Normal",31,"Little",35,"Normal","Free Form",61,"Medium",63,"Press",65,"Normal","lose"
"2519",23463,"2013-11-10","2013/2014",8302,8558,3,1,773,779,817,854,50,"Balanced","Little",44,"Mixed","Organised",52,"Normal",60,"Normal",40,"Normal","Free Form",37,"Medium",40,"Press",45,"Normal",65,"Balanced","Little",65,"Mixed","Organised",53,"Normal",57,"Normal",38,"Normal","Organised",38,"Medium",49,"Press",55,"Normal","lose"
"2520",23467,"2013-11-10","2013/2014",10281,10267,2,2,818,761,878,805,20,"Slow","Little",35,"Mixed","Organised",38,"Normal",56,"Normal",55,"Normal","Organised",51,"Medium",38,"Press",59,"Normal",55,"Balanced","Little",54,"Mixed","Organised",58,"Normal",73,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal","draw"
"2521",23477,"2013-11-22","2013/2014",8371,10281,1,0,769,781,807,826,55,"Balanced","Little",54,"Mixed","Organised",58,"Normal",73,"Lots",41,"Normal","Organised",51,"Medium",50,"Press",60,"Normal",38,"Balanced","Little",52,"Mixed","Organised",55,"Normal",59,"Normal",54,"Normal","Organised",47,"Medium",52,"Press",69,"Wide","lose"
"2523",3661,"2013-11-23","2013/2014",8650,8668,3,3,837,845,895,908,58,"Balanced","Little",62,"Mixed","Organised",48,"Normal",59,"Normal",32,"Little","Organised",41,"Medium",44,"Press",59,"Normal",39,"Balanced","Little",44,"Mixed","Organised",42,"Normal",34,"Normal",54,"Normal","Organised",59,"Medium",52,"Press",61,"Normal","draw"
"2524",3662,"2013-11-23","2013/2014",10003,9879,2,1,824,808,863,861,52,"Balanced","Little",49,"Mixed","Organised",49,"Normal",56,"Normal",59,"Normal","Organised",39,"Medium",39,"Press",57,"Normal",41,"Balanced","Little",39,"Mixed","Organised",36,"Normal",42,"Normal",44,"Normal","Free Form",52,"Medium",58,"Press",57,"Normal","lose"
"2525",3663,"2013-11-23","2013/2014",9826,8667,1,0,790,762,831,802,63,"Balanced","Little",48,"Mixed","Organised",38,"Normal",60,"Normal",54,"Normal","Organised",34,"Medium",37,"Press",46,"Normal",52,"Balanced","Little",47,"Mixed","Organised",69,"Risky",66,"Normal",47,"Normal","Organised",36,"Medium",33,"Contain",53,"Normal","lose"
